id,age1,salary,Num_Citylived,jobtype,dv_jt_other,dv_jt_govt,dv_jt_biz,dv_jt_pvt,Payer,dv_payer_parents,dv_payer_self,dv_payer_company,ClsRelativesCnt,Travel,dv_travel_low,dv_travel_medium,dv_travel_high,RelativesAbroad,dv_Rel_yes,dv_Rel_No,AvgBill
230,61,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,558.5
231,28,100000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,790
232,26,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,436.25
233,64,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,542.75
234,58,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,695.25
235,33,80000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,694
236,26,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,692
237,65,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,484.5
238,25,100000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,748.75
239,50,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,715.75
240,28,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,536.25
241,56,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,679.25
242,35,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,553
243,35,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,432.25
244,46,100000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,716.75
245,62,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,435.5
246,50,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,632.75
247,61,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,524.5
248,25,60000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,645.75
249,48,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,624
250,59,40000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,426.75
251,37,60000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,716
252,25,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,719
253,63,60000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,618.5
254,56,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,674.25
255,27,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,580.25
256,43,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,554.75
257,41,40000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,477.25
258,44,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,675.75
259,51,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,643
260,23,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,649
261,27,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,670.75
262,57,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,634.25
263,36,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,618
264,28,80000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,576
265,59,80000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,702.5
266,29,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,556
267,57,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,574.5
268,34,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,814.75
269,35,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,639
270,55,80000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,430.75
271,35,80000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,534.25
272,50,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,487.25
273,28,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,545
274,52,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,542.75
275,30,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,555.25
276,63,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,467.75
277,51,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,554
278,40,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,599
279,63,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,506.5
280,61,80000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,592.75
281,51,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,619.75
282,35,80000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,510.25
283,60,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,486.5
284,47,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,741.75
285,59,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,581.5
286,51,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,677.75
287,56,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,514.5
288,61,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,451.75
289,49,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,425
290,24,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,617.25
291,53,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,729.75
292,35,100000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,735.75
293,36,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,459
294,61,80000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,493.75
295,37,100000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,692.75
296,47,40000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,408.25
297,43,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,635.75
298,54,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,560
299,45,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,622
300,58,40000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,396.75
301,55,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,586.25
302,46,80000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,427
303,23,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,438.25
304,30,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,505
305,48,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,633
306,49,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,470.25
307,58,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,660.25
308,22,40000,3,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,546.25
309,36,40000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,614
310,60,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,750.25
311,59,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,621.5
312,25,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,754.75
313,65,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,603.25
314,58,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,651.25
315,39,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,533
316,48,80000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,643
317,35,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,501
318,40,80000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,571
319,35,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,572
320,44,80000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,388.25
321,22,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,377.25
322,26,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,838.75
323,49,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,563
324,60,80000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,436.75
325,56,100000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,565.25
326,52,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,531
327,24,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,530.25
328,58,100000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,676.5
329,30,60000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,740.75
330,52,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,501.25
331,58,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,505.25
332,39,80000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,644
333,27,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,585
334,50,80000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,601
335,41,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,550
336,24,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,681
337,43,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,509
338,22,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,644.25
339,30,80000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,517.25
340,50,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,515
341,32,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,674
342,43,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,710.75
343,33,60000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,633.75
344,40,100000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,759
345,51,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,533.25
346,38,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,484
347,37,80000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,603
348,25,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,595
349,28,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,550.25
350,32,100000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,699.75
351,64,80000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,529.75
352,58,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,702.25
353,33,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,526
354,35,40000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,432.25
355,39,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,613.75
356,34,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,625
357,53,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,606.75
358,62,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,535.5
359,26,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,557.25
360,35,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,608
361,63,40000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,403.75
362,57,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,616.25
363,49,60000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,615
364,44,80000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,528
365,30,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,653
366,26,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,571
367,35,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,571.25
368,53,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,691.75
369,31,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,642.25
370,28,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,608.75
371,57,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,457.75
372,43,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,658.75
373,46,40000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,438.25
374,53,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,622.75
375,59,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,687.5
376,61,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,576.25
377,30,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,529
378,41,80000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,565
379,63,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,562.5
380,30,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,801.75
381,40,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,588
382,29,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,483
383,47,80000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,517.25
384,42,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,819.75
385,61,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,512.5
386,23,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,453.25
387,41,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,569.25
388,28,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,508
389,46,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,491.25
390,61,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,521.25
391,34,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,552.25
392,25,60000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,724.75
393,63,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,470.25
394,50,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,584
395,31,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,556
396,62,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,560.5
397,31,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,659
398,64,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,578.5
399,39,80000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,680.25
400,52,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,649.75
401,33,80000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,467.25
402,55,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,586.25
403,25,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,662
404,48,80000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,480.25
405,48,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,692.75
406,51,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,451
407,37,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,578.25
408,54,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,543
409,24,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,310.5
410,31,100000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,752
411,60,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,751.25
412,32,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,409.25
413,43,100000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,701
414,62,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,533.75
415,57,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,724.25
416,39,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,472
417,27,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,662
418,52,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,466
419,40,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,507
420,56,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,703.25
421,46,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,442
422,60,80000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,498.75
423,56,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,656.25
424,26,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,554
425,47,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,483.25
426,25,60000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,641.75
427,28,60000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,647.75
428,32,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,664
429,27,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,501
430,36,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,661
431,50,60000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,672
432,23,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,549
433,46,40000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,528
434,47,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,508.25
435,34,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,656.25
436,27,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,657.75
437,54,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,493.25
438,56,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,667.25
439,41,40000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,386.25
440,25,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,672.75
441,42,40000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,481.25
442,53,40000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,401.25
443,42,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,595
444,38,80000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,713
445,34,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,563
446,50,80000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,480
447,52,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,587
448,23,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,724
449,22,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,356.25
450,32,80000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,636.25
451,27,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,863.75
452,38,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,558
453,50,100000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,660.75
454,30,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,447
455,40,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,839.75
456,51,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,549
457,22,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,430.5
458,51,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,492.75
459,50,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,515
460,50,80000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,599
461,27,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,551
462,60,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,586.5
463,45,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,545
464,22,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,629
465,22,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,592.25
466,51,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,667.75
467,44,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,561.25
